permyear,apn,address,projname,hcategory,tenure,vlowdr,lowdr,amodtot,totalunit,geometry,vlowtot,lowtot,hsngsite
2017,16001012,77  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062629718786 37.4064347877353),0.0,0.0,N
2017,16001012,79  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.06257565874 37.4064236028671),0.0,0.0,N
2017,16001012,81  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062521599592 37.4064124179988),0.0,0.0,N
2017,16001012,83  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062467541344 37.4064012340298),0.0,0.0,N
2017,16001012,87  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.06235942215 37.4063788642932),0.0,0.0,N
2017,16001012,89  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062305363002 37.4063676803243),0.0,0.0,N
2017,16001012,91  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062251303855 37.4063564945566),0.0,0.0,N
2017,16001012,93  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062197243808 37.4063453096883),0.0,0.0,N
2017,16001012,95  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.06214318466 37.4063341257194),0.0,0.0,N
2017,16001012,97  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062089126412 37.4063229408511),0.0,0.0,N
2017,16001012,99  FAIRCHILD DR,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062035067265 37.4063117559828),0.0,0.0,N
2017,16001012,660  TYRELLA AV,660 TYRELLA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.062104360927 37.4060546910712),0.0,0.0,N
2017,16001012,650  TYRELLA AV,660 TYRELLA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.06218275573 37.4059057678369),0.0,0.0,N
2017,16001012,640  TYRELLA AV,660 TYRELLA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.062215294101 37.4058187296507),0.0,0.0,N
2017,16001012,630  TYRELLA AV,660 TYRELLA,"2-, 3-, and 4-Plex Units per Structure",,0,0,1,1,POINT (-122.062247831572 37.4057316905651),0.0,0.0,N
2017,16001012,641  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.063424867863 37.4064858152682),0.0,0.0,N
2017,16001012,645  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.063239439349 37.4064733191884),0.0,0.0,N
2017,16001012,649  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.063113506383 37.4064554856322),0.0,0.0,N
2017,16001012,651  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062925918596 37.4064005667328),0.0,0.0,N
2017,16001012,655  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062763665611 37.4063193066907),0.0,0.0,N
2017,16001012,639  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062619748003 37.4063296857664),0.0,0.0,N
2017,16001012,635  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062498969951 37.4062904528422),0.0,0.0,N
2017,16001012,631  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062348734606 37.4062624092828),0.0,0.0,N
2017,16001012,629  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.063460097905 37.4062773668071),0.0,0.0,N
2017,16001012,625 CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.063294949103 37.4062746121837),0.0,0.0,N
2017,16001012,621  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.063125262321 37.406242948853),0.0,0.0,N
2017,16001012,619  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062929684957 37.4062008371989),0.0,0.0,N
2017,16001012,615  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062715238917 37.4061792165976),0.0,0.0,N
2017,16001012,611  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.062590520936 37.4061441736148),0.0,0.0,N
2017,16001012,609  CINNAMON CL,660 TYRELLA,5 or More Units Per Structure,,0,0,1,1,POINT (-122.0624864361 37.4061295740207),0.0,0.0,N
2016,153-09-017,1911  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1906  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1904  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1902  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1905  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1903  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1901  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,158-30-045,274  LORETO ST,,SF,Owner,0,0,1,1,POINT (-122.074223331641 37.3896082690065),0.0,0.0,N
2016,153-04-039,2035  COLONY ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2037  COLONY ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2039  COLONY ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2061  COLONY ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2063  COLONY ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2065  COLONY ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2067  COLONY ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2069  COLONY ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,835 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,833 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,831 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,829 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,827 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,825 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,823 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,821 N RENGSTORFF AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2051  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2053  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2055  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2057  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2047  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2045  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2043  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,153-04-039,2041  ATLAS LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092382311994 37.4153988809537),0.0,0.0,N
2016,150-12-021,1848  PEACOCK AV,,SF,Owner,0,0,1,1,POINT (-122.08798608409 37.4038844875791),0.0,0.0,N
2016,150-13-056,1773  DOANE AV,,SF,Owner,0,0,1,1,POINT (-122.086403377114 37.4068320830343),0.0,0.0,N
2016,150-12-023,1880  PEACOCK AV,,SF,Owner,0,0,1,1,POINT (-122.088324397353 37.4040187599579),0.0,0.0,N
2016,150-11-032,1885  PEACOCK AV,,SF,Owner,0,0,1,1,POINT (-122.088648105626 37.4036844900472),0.0,0.0,N
2016,150-13-044,1862  WAGNER AV,,SF,Owner,0,0,1,1,POINT (-122.08749667663 37.40606572935),0.0,0.0,N
2016,193-02-015,1274  LANE AV,,SF,Owner,0,0,1,1,POINT (-122.083846252003 37.3826303788889),0.0,0.0,N
2016,150-12-010,1787  MONTECITO AV,,SF,Owner,0,0,1,1,POINT (-122.08738768959 37.4039758973698),0.0,0.0,N
2016,170-07-031,1726  PILGRIM AV,,SF,Owner,0,0,1,1,POINT (-122.096781358373 37.3896053210288),0.0,0.0,N
2016,150-09-011,212  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,216  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,220  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,224  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,228  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1959  SAGE LP,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1957  SAGE LP,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1955  SAGE LP,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1953  SAGE LP,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1951  SAGE LP,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1961  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1963  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1965  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1967  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1962  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1964  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1966  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1968  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1976  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1974  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1972  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1970  SAGE LP,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1952  HACKETT AV,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,150-09-011,1956  HACKETT AV,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.092894772676 37.404719762607),0.0,0.0,N
2016,160-07-003,116  EVANDALE AV,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,118  EVANDALE AV,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,120  EVANDALE AV,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,122  EVANDALE AV,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,115  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,117  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,119  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,121  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,123  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,114  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,116  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,118  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,120  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,122  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,115  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,117  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,119  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,121  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,123  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,125  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,127  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,129  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,131  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,133  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,124  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,126  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,128  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,130  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,132  SONOMA TR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,125  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,127  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,129  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,135  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,137  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,160-07-003,139  FAIRCHILD DR,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.061393883921 37.4057773896149),0.0,0.0,N
2016,158-05-055,625  BUSH ST,,SF,Owner,0,0,1,1,POINT (-122.079127669306 37.3865076655964),0.0,0.0,N
2016,160-10-052,542 N WHISMAN RD,,"2-, 3-, and 4-Plex Units per Structure",Renter,0,0,2,2,POINT (-122.057927263632 37.4027218287495),0.0,0.0,N
2016,158-10-005,560  OAK ST,,SF,Owner,0,0,1,1,POINT (-122.085537979294 37.3905505408748),0.0,0.0,N
2016,153-09-017,649  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,647  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,645  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,643  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,641  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,639  SIERRA VISTA AV,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1928  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1926  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1924  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1922  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1929  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1927  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1925  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1923  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1921  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1918  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1916  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1914  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1912  STELLA ST,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1917  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1915  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,153-09-017,1913  STELLA ST,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.088536867582 37.4110031467778),0.0,0.0,N
2016,189-01-133,801 W EL CAMINO REAL,,5 or More Units Per Structure,Renter,0,1,32,33,POINT (-122.084285804646 37.3855525334228),0.0,1.0,Y
2016,189-01-133,1030  CASTRO ST,,5 or More Units Per Structure,Renter,0,2,60,62,POINT (-122.084285804646 37.3855525334228),0.0,2.0,Y
2016,189-01-133,1040  CASTRO ST,,5 or More Units Per Structure,Renter,0,2,67,69,POINT (-122.084285804646 37.3855525334228),0.0,2.0,Y
2016,147-12-059,705  INDEPENDENCE AV,,SF,Owner,0,0,1,1,POINT (-122.09726034359 37.4131218380025),0.0,0.0,N
2016,147-12-059,711  INDEPENDENCE AV,,SF,Owner,0,0,1,1,POINT (-122.09726034359 37.4131218380025),0.0,0.0,N
2016,147-12-059,719  INDEPENDENCE AV,,SF,Owner,0,0,1,1,POINT (-122.09726034359 37.4131218380025),0.0,0.0,N
2016,189-58-060,1631  DENNIS LN,,SF,Owner,0,0,1,1,POINT (-122.094924845605 37.3864564806821),0.0,0.0,N
2016,158-09-053,793  VIEW ST,,SF,Owner,0,0,1,1,POINT (-122.080625965016 37.3860960108223),0.0,0.0,N
2016,158-09-053,793  VIEW ST,,SU,Renter,0,0,1,1,POINT (-122.080625965016 37.3860960108223),0.0,0.0,N
2016,160-61-026,388  CIRCUIT WY,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.086210899713 37.3938257998208),0.0,0.0,N
2016,160-61-026,390  CIRCUIT WY,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.086227799773 37.3937985000008),0.0,0.0,N
2016,160-61-026,392  CIRCUIT WY,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.086244600008 37.3937712001808),0.0,0.0,N
2016,160-61-026,394  CIRCUIT WY,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.086261400243 37.3937437996367),0.0,0.0,N
2016,160-61-026,396  CIRCUIT WY,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.086024599755 37.3935963000293),0.0,0.0,N
2016,160-61-026,398  CIRCUIT WY,,5 or More Units Per Structure,Owner,0,0,1,1,POINT (-122.086052100124 37.3935515003016),0.0,0.0,N
2016,160-61-026,3806  PYRAMID WY,,SF,Owner,0,0,1,1,POINT (-122.055876800374 37.392107500261),0.0,0.0,Y
2016,160-61-026,3802  PYRAMID WY,,SF,Owner,0,0,1,1,POINT (-122.055876800374 37.392107500261),0.0,0.0,Y
2016,160-61-026,3800  PYRAMID WY,,SF,Owner,0,0,1,1,POINT (-122.055847049002 37.3922120932136),0.0,0.0,Y
2016,153-28-047,877  WASHINGTON ST,,SF,Owner,0,0,1,1,POINT (-122.079506380115 37.3967725777923),0.0,0.0,N
2016,189-02-030,1101 W EL CAMINO REAL,,5 or More Units Per Structure,Owner,5,0,47,52,POINT (-122.087532750236 37.3870890584134),5.0,0.0,Y
2016,161-15-006,779 E EVELYN AV,,5 or More Units Per Structure,Renter,12,104,0,116,POINT (-122.053301058397 37.3852075498885),12.0,104.0,N
2016,153-13-025,1657  ROCK ST,,SF,Owner,0,0,1,1,POINT (-122.084690399742 37.4121069998382),0.0,0.0,N
2016,150-21-006,191  BONNY ST,,SF,Owner,0,0,1,1,POINT (-122.089124252582 37.4010843638524),0.0,0.0,N
2016,150-10-044,242  BONNY ST,,SF,Owner,0,0,1,1,POINT (-122.089529133663 37.4017817323411),0.0,0.0,N
2016,153-11-059,1790  SPRING ST,,SF,Owner,0,0,1,1,POINT (-122.086128134206 37.4138889489159),0.0,0.0,N
2016,160-16-044,192  ATHENA CT,,"2-, 3-, and 4-Plex Units per Structure",Owner,0,0,1,1,POINT (-122.06128656872 37.4011767053407),0.0,0.0,Y
